yuma,yamato,amugiri,hyuga,yuta
"本日のクソツイの何が辛いかって滑ってもツイ消しできないとこなんだよ Jan 01, 2019 ",,"RT @comyamato0515: 絶対にニヤけてはいけない美女飲み会がマジで面白すぎたwwwwww フルはこちら →https://t.co/3S46rZb7Mb https://t.co/p5eAMASo4A Oct 30, 2020 ",,
"本日のクソツイ シンプルに煩悩を立ってきました。 特にえっちな煩悩を！ 皆さん良いお年を。 https://t.co/WMXMESVuSO Dec 31, 2018 ",,"@macagra_ryoma @comyamato0515 @comyuta0305 @Comyoutuber2 @comhyuga1117 @comyuma1214 @hi_world_imyuri めっちゃ楽しかった😆 Oct 29, 2020 ",,
"このツイートメンバーにとっては過去の話みたいになっとるけどワイ現在進行形で草 https://t.co/t5RjSoGUnL Dec 30, 2018 ",,"RT @Comyoutuber2: 【神回】絶対にニヤけてはいけない美女飲み会がヤバすぎたwwwwww https://t.co/U2kImstznC 今日の動画です🔥 ゆりりょまチャンネルとコラボ😁 メンバーが誘惑される姿ご覧ください🤤 https://t.co/xfl2Bz… Oct 29, 2020 ",,
"本日のクソツイ 皆さん、満員電車の時 隣や前の人の顔を見ますか？ 僕は見ません 理由はそれが女性だった場合、可愛いと思い込んだ方が破廉恥な気持ちで辛い満員電車を乗り切れるからです でもつい顔を覗いてしまって老婆だった👵なんてこともしばしば。 その人に対しても失礼なので決して覗かないで Dec 30, 2018 ",,"ああああああああああああああああああああああ！！ 30万人だぁぁぁ！！ いつもありがとうございます😭🙇‍♂️ 今日おにぎりが起きて最初に食べたのはあむぎりです🍙　ツルッやべっ滑ったちゅいんちょ https://t.co/YX4G7Pxb4Z Oct 29, 2020 ",,
"本日のクソツイ この流行ってるアプリ風呂入りながらやってみたら髪の毛無くされました。 二度とやりません。 https://t.co/TZTqu4Ie2z Dec 29, 2018 ",,"RT @Comyoutuber2: 【カノックスター】英語言ったら即減点バスケ対決がタノシクテーwwwwww https://t.co/Hw04AN3XvK 今日の動画です🔥 今日はかのっくスターさんとコラボ！ 一緒にバスケをしました💪 みんな見てね✌️🤣 https://t.… Oct 27, 2020 ",,
"何度見てもわからない… https://t.co/rJuwQ5ialX Dec 29, 2018 ",,"楽しそうな観光客""あむ袋"" https://t.co/vCVx3HGZqu Oct 27, 2020 ",,
"@meimei917 重箱の隅をつつくようなツッコミですなぁ😂 Dec 29, 2018 ",,"New Hair‼︎‼︎‼︎‼︎😎 隣の人が怖いです https://t.co/psIeqxysHv Oct 26, 2020 ",,
"！？ https://t.co/JLQeQL27CI Dec 29, 2018 ",,"@Agovukuro 俺のターン、裏側守備表示でこいつを召喚！ https://t.co/ZZuQTZnMbP Oct 25, 2020 ",,
"トゥットゥットゥットゥットゥットゥクトゥク〜🎶 Dec 28, 2018 ",,"30万人まであと少しだ🔥 ありがとうございます！🙇‍♂️ https://t.co/s5ViS12B4K Oct 25, 2020 ",,
"本日のクソツイ タイのトゥクトゥクという乗り物に乗った時の動画です。 英語できなさすぎて『トゥクトゥク〜』とだけしか返せないかわいい僕をご覧あれ。 ちな、この後へんなとこ連れてかれてぼったくられました😄 https://t.co/30nbQOH9m5 Dec 28, 2018 ",,"おつゆま大佐 #手入れるな https://t.co/rEgZcrrLrd Oct 25, 2020 ",,
"@meimei917 残念ながらイメージを落としきれなかったようですね。クッソォォ！ Dec 27, 2018 ",,"@Agovukuro 本当にそれな！😌 Oct 24, 2020 ",,
"本日のクソツイ。 昨日はサボってしまいすいません。 とりあいず何も思いつかなかったのでリーダーのイメージを落とそうと思います。 やまと 女装癖あります。 https://t.co/lvEAPnNeZ3 Dec 27, 2018 ",,"@hankunESP ありがとうございます😂笑 ひゅうがゲチすぎてお話にならないです Oct 24, 2020 ",,
"あ、昨日のクソツイしわすれた、ァァァァァァァァァァァァァァァァァァァァ！ Dec 26, 2018 ",,"@10_azuha 僕が聞きたいです😂 Oct 24, 2020 ",,
"RT @com32442512: 本日もクソツイしたいと思います。 先日タイに一人で行って象乗り体験してきたのですが、 象のおち⭕️んち⭕️ん 大きすぎやろ。 よく見てください足5本目あんのかと思いました。 https://t.co/vokEtEANzd Dec 25, 2018 ",,"@comurai0702 か、モデルの僕がすごいです笑 Oct 24, 2020 ",,
"よくよく考えたら、平成という時代のクリスマスという日に彼女が居たことがないという事実が本日をもって確定した。 Dec 25, 2018 ",,"髪をカッコよくして頂きました！😎 (Kakimoto Arms銀座2丁目店) カメラマンひゅうがのシャッターのタイミングが悪すぎて草です https://t.co/jepn33opjz Oct 24, 2020 ",,
"@meimei917 バイトで二ヶ月貯めたお金でいけるぐらい安いですよタイ🇹🇭 ディズニーさんはまやかしの夢です。 タイはマジの夢でした。 ヤベェディズニーに殺される。 Dec 25, 2018 ",,"横浜行ってきやした🥟 動画お楽しみに〜✌️ https://t.co/u3GTN4Iy6u Oct 23, 2020 ",,
"万年クリぼっちの僕 このあるある動画めっちゃ共感したのでぜひみなさんもみてくだちい。 https://t.co/sKkbbECnNs Dec 25, 2018 ",,"@comyamato0515 鳩メインで草です Oct 21, 2020 ",,
"@meimei917 タイは夢の国です🇹🇭人生で一回は行かないと損します🎅 Dec 25, 2018 ",,"鳩が写真撮影中に遊びに来た🐦 https://t.co/icb1yhLwZ1 Oct 21, 2020 ",,
"5本目←ミス5本 Dec 25, 2018 ",,"スリーメン https://t.co/M86pVeaVEq Oct 19, 2020 ",,
"@meimei917 あはっ！言っちゃったあはっ！ 象さんのおち⭕️ん⭕️ちんビロビローン Dec 25, 2018 ",,"@aoki_yt ナス！😳 Oct 17, 2020 ",,
"本日もクソツイしたいと思います。 先日タイに一人で行って象乗り体験してきたのですが、 象のおち⭕️んち⭕️ん 大きすぎやろ。 よく見てください足5本目あんのかと思いました。 https://t.co/vokEtEANzd Dec 25, 2018 ",,"@____i_rei ですぎぃぃぃ😂 Oct 17, 2020 ",,
"クリスマスイブ with 寂しいフレンズ いや、誰やねんって感じですいません。ツイッターは自由にやりすぎてすいません。 https://t.co/bWKHJz7og2 Dec 24, 2018 ",,"@a_hyuga1117 がっ！！ Oct 17, 2020 ",,
"@meimei917 わかりました。やらせ上等ですフォォォォォ！！！ Dec 24, 2018 ",,"@comkuu1 ぬっ！！ Oct 17, 2020 ",,
"@meimei917 お母さんにお願いしときます←いや、やらせやんけ Dec 24, 2018 ",,"@_kzm17kka_ なんか良いですよね〜😌 Oct 17, 2020 ",,
"@meimei917 おかん、僕をいじるセンスありますわ😅 Dec 24, 2018 ",,"@aoi__bknb15 当たりすぎぃぃ🤣 Oct 17, 2020 ",,
"本日のクソツイ 母 パンツ買ってきたよ 僕 あ、どうもありがとうございやす 母 はい、これ(画像↓) 僕 派手すぎね？ 母 別に誰もあんたのパンツなんか見ないんだからいいでしょ 僕 え〜！！圧倒的童貞イジリ！！！(心の中でそう呟く) https://t.co/93aNEHvBQB Dec 24, 2018 ",,"目が大きくなるのでプリクラに住みたい #furyu https://t.co/HKl3MTSnII Oct 17, 2020 ",,
"昨日アップされた動画です。 マジで歌ってるのがイタイのでみてください🥺 https://t.co/axAHTMlDe0 Dec 23, 2018 ",,"原宿のIKEAの上、気持ちよくて落ち着くね😌 https://t.co/ijqYIyzxjg Oct 14, 2020 ",,
"いや、口周りと鼻汚すぎやろ Dec 23, 2018 ",,"ここ最近の寝てる写真4選 https://t.co/j1UZOteZKM Oct 12, 2020 ",,
"日曜の昼下がりですねこんにちわ。 今日は僕が動画でたまに付けてるメガネを紹介します。 これ実は『花粉メガネ』なんです。 花粉ブロックのために目とレンズの隙間がものすごく狭いので僕のまつ毛が逆立っちゃうんですねぇ。度も入ってないです。伊達花粉眼鏡なんですよ。 以上クソツイでした。 https://t.co/X2LVed5UBB Dec 23, 2018 ",,"@comsaaaaa_ ニターッ🙄 Oct 09, 2020 ",,
"RT @Comyoutuber2: 【痛烈】やっぱりラファエル野球拳が楽しすぎる件 https://t.co/k5UQsPpAQ9 @YouTubeより 我々の十八番企画 《ラファエル野球拳》上がってます！！ どこも野球拳じゃないという意見をいただきますが、すいませんその通りで… Dec 23, 2018 ",,"@aoki_yt ゴメンナサイ🙄 Oct 09, 2020 ",,
"1日1個何か適当にツイートしようと思います ツイートサボってたら僕を叱ってください。特に大人の女性の方に叱られたいです。ヒールとか👠で踏まれたりするのもいいですね。 叱られることは僕にとってご褒美です。 なんの話かわからなくなりましたが、1日1ツイートがんばります。グッナイ。 https://t.co/fkOADbqmeK Dec 22, 2018 ",,"@GgxlBcxJfPGcrVN しばらく飲んでないので今度見つけたら買います！ Oct 09, 2020 ",,
"謙虚、優しさ、絆を忘れずに キラキラ輝く YouTuberになろうと思いやす🥺 コムドットの起爆剤となれるよう精進してまいりますので応援よろしくおねがいいたします📣 #YouTube #YouTuber #コムドット ↓所属チャンネル https://t.co/CYCgDIXJQT Dec 22, 2018 ",,"@com_ayana_ ふゆ！ Oct 09, 2020 ",,
"RT @Comyoutuber2: 関東最恐心霊スポット吹上トンネルで不謹慎にも楽しい遊びをしてきました 『ラファエルゲーム』というゲームです！負けるとトンネルの奥へ進む罰ゲーム…。ラファエルゲーム気になる方ぜひ！ #ラファエル #心霊スポット #吹上トンネル #新ゲーム考案… Dec 22, 2018 ",,"1ヶ月前のシャンパンの写真🍾 今日やたら寒いね笑 https://t.co/VASPjSaOrn Oct 09, 2020 ",,
,,"@main__0809 おめでとう🎊 Oct 08, 2020 ",,
,,"R-指定さんを意識してみました😳🙇‍♂️ https://t.co/1tZJLsxDQX Oct 07, 2020 ",,
,,"メンバー皆と写真を📸 #あと3ヶ月で22歳は早いしまずい https://t.co/UbePPygPeA Oct 04, 2020 ",,
,,"@com_noapin 🤩 Oct 03, 2020 ",,
,,"@_comriona_ 😋 Oct 03, 2020 ",,
,,"@com_yuta05 めっちゃ美味かった！ Oct 03, 2020 ",,
,,"@_2000_0824_ チョコ！ Oct 03, 2020 ",,
,,"可愛いケーキにだなぁ https://t.co/ILEaoXoMHk Oct 03, 2020 ",,
,,"今日がコムドット2周年との事です 3年目もよろしくお願いします✌️ https://t.co/zFAVoBxIWz Sep 30, 2020 ",,
,,"ぴえんタウン https://t.co/lGkIahp7qi Sep 29, 2020 ",,
,,"やま子姫と4人の男たち https://t.co/s8idIt240a Sep 27, 2020 ",,
,,"可愛い180cm https://t.co/QQrzL1Sl4z Sep 25, 2020 ",,
,,"いざ戦へ🏓⚔ https://t.co/XZfgWsmXe1 Sep 25, 2020 ",,
,,"ぴったんこ缶缶2(誰だ入れたの) 明日が楽しみです https://t.co/n0ZMgU2Erf Sep 24, 2020 ",,
,,"おはべ〜 涼しくなって夏の終わりを感じますね ゲッモー‼︎ Sep 23, 2020 ",,
,,"もっちゃんセレクトぉぉ‼︎ お店向かってる時に📸 https://t.co/QepHplPHue Sep 21, 2020 ",,
,,"@com__9 おめでとう🎉 Sep 20, 2020 ",,
,,"@O6Mt2nnpn5rSPhR そうえすよ！ Sep 20, 2020 ",,
,,"@mililkor 基本好きだけど強いて言うならスティッチとかかな！笑 Sep 20, 2020 ",,
,,"25万人ありがとうございます🙇‍♂️ パソコンが重くなった時これで遊んでました😯 https://t.co/XrLpmrDdFL Sep 20, 2020 ",,
,,"それぞれのチャンネルでコラボ動画が出ましたぁぁぁ！！🔥 両方とも面白いので是非見てね〜！✌️ 男気ジャンケンin高級ブランド街でエスポワールと大豪遊wwwwww https://t.co/AMocJV99WE 【”に”】から始まるおかずでご飯10合食べきれ！！【コムドットコラボ】 https://t.co/PBmFIyzmJi https://t.co/EB5Kb4VSls Sep 19, 2020 ",,
,,"@uda_1106 @KEESUKE_ESPOIR @Agovukuro @hankunESP @KTH_KOU @Hiroto_espoir 宇陀ちゃんありがとう✌️ Sep 18, 2020 ",,
,,"@hankunESP 任せてください🔥 Sep 18, 2020 ",,
,,"@hankunESP @KEESUKE_ESPOIR @uda_1106 @Agovukuro @KTH_KOU @Hiroto_espoir ありがとうございましたぁぁぁ‼︎‼︎ Sep 18, 2020 ",,
,,"@KEESUKE_ESPOIR またよろしくお願いします！😆 Sep 18, 2020 ",,
,,"@Agovukuro 絶対遊びに行くでしょ😎 Sep 17, 2020 ",,
,,"@Agovukuro お疲れ様！来てくれてありがとう！ Sep 17, 2020 ",,
,,"本当に楽しい2日間のコラボでした🙇‍♂️ みんな優しくて面白かったです😂 ありがとうございました！！ 動画お楽しみに〜！！🔥 (余韻がものすごい笑) https://t.co/7t8psQeJ82 Sep 17, 2020 ",,
,,"@Agovukuro 😏😏 Sep 17, 2020 ",,
,,"RT @uda_1106: めちゃくちゃ楽しい撮影なりました！！ みんな身長たかすぎるしイケメンすぎるしいい匂いすぎる！！ 女やったら惚れてます☺️ https://t.co/3BPbcH4bBo Sep 16, 2020 ",,
,,"RT @KEESUKE_ESPOIR: コムドット×エスポワール みんなめっちゃオモロイ人達で ばか楽しい撮影でした🤣👏‼️ お楽しみに！！！！！！ https://t.co/4MASWVfUka Sep 16, 2020 ",,
,,"@commami21 ありがとう！！ Sep 15, 2020 ",,
,,"50万人いけると思う人〜？ほ〜い🙋‍♂️ https://t.co/PJ1LZYVkMZ Sep 15, 2020 ",,
,,"RT @ken_tin_min: ユーチューバーのコムドットあってみたい Sep 15, 2020 ",,
,,"何か似てる雲見っけ https://t.co/OWLVRu29tP Sep 13, 2020 ",,
,,"@com_moe9 21えす Sep 12, 2020 ",,
,,"ゲーセン久々に行ったら楽しかった😆 https://t.co/nqeLqDZjZn Sep 12, 2020 ",,
,,"一瞬出させて頂きました😆 めちゃくちゃ歌上手かったです🙇‍♂️ ありがとうございました！！ https://t.co/h2kuTmcrlA Sep 11, 2020 ",,
,,"@kpn4q56YRhPDZUL @Comyoutuber2 @comyuta0305 @comhyuga1117 @comyamato0515 @comyuma1214 おめでとう🎉 Sep 10, 2020 ",,
,,"ウゲェ…😯 https://t.co/QJEyucmsun Sep 09, 2020 ",,
,,"@xJKwY26EQikqklX @comyuta0305 @comyamato0515 @Comyoutuber2 🏃‍♀️💨 Sep 08, 2020 ",,
,,"@i_mts_ 良き！✌️ Sep 08, 2020 ",,
,,"24万人ありがとうございます‼︎ たくさん拡散して頂き元気ハツラツです🏋️‍♂️ 今飲んでる綾鷹が美味しいです🍵 https://t.co/9PfqNvWIc0 Sep 06, 2020 ",,
